PROCESS	SENT_ID	SENTENCE	ARG_ID	START_IDX	END_IDX	SPAN	ROLE
weathering	268	deep weathering causes the formation of many secondary and supergene ores  bauxite, iron ores, saprolitic gold, supergene copper, uranium and heavy...	3	3	3	causes	NONE
weathering	268	deep weathering causes the formation of many secondary and supergene ores  bauxite, iron ores, saprolitic gold, supergene copper, uranium and heavy...	1	4	25	the formation of many secondary and supergene ores bauxite , iron ores , saprolitic gold , supergene copper , uranium and heavy	A3
weathering	269	mechanical weathering is the process of breaking rocks into smaller pieces and ...	0	8	8	rocks	A0
weathering	275	weathering helps to change the surface of the earth.	0	4	9	change the surface of the earth	A3
weathering	289	uv radiation is necessary for weathering to occur.	0	1	2	uv radiation	A1
weathering	296	weathering is the breaking down of rocks, soil and minerals as well as artificial materials through contact with the earth's atmosphere, biota and waters.	0	4	4	breaking	A2
weathering	325	weathering is the process of breaking a large rock into smaller pieces without changing the minerals in the rock.	1	6	6	breaking	A2
weathering	325	weathering is the process of breaking a large rock into smaller pieces without changing the minerals in the rock.	0	7	9	a large rock	A0
weathering	340	weathering is the process of breaking down solid material such as rock into smaller particles, through agents such as heating, freezing and chemical attack.	1	6	7	breaking down	A2
weathering	340	weathering is the process of breaking down solid material such as rock into smaller particles, through agents such as heating, freezing and chemical attack.	0	8	15	solid material such as rock into smaller particles	A0
weathering	349	mechanical weathering is the process of breaking big rocks into little...	1	7	7	breaking	A2
weathering	349	mechanical weathering is the process of breaking big rocks into little...	0	8	9	big rocks	A0
weathering	438	weathering is the process by which rocks are turned into smaller rocks and eventually sediment.	1	9	9	turned	A2
weathering	438	weathering is the process by which rocks are turned into smaller rocks and eventually sediment.	0	11	15	smaller rocks and eventually sediment	A3
